day
"0,30,3,30,5,30,5,30,5,30,5,30"
"0,30,0,30,3,30,5,30,5,30,5,30"
"0,30,0,30,0,30,3,30,5,30,5,30"
"0,30,0,30,0,30,0,30,3,30,5,30"
"0,30,0,30,0,30,0,30,0,30,3,30"
"1,30,3,30,5,30,5,30,5,30,5,30"
"1,30,1,30,3,30,5,30,5,30,5,30"
"1,30,1,30,1,30,3,30,5,30,5,30"
"1,30,1,30,1,30,1,30,3,30,5,30"
"1,30,1,30,1,30,1,30,1,30,3,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,3,30,5,30,5,30,5,30,5,30"
"1,30,1,30,3,30,5,30,5,30,5,30"
"1,30,1,30,1,30,3,30,5,30,5,30"
"1,30,1,30,1,30,1,30,3,30,5,30"
"1,30,1,30,1,30,1,30,1,30,3,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"1,30,1,30,1,30,1,30,1,30,1,30"
"2,30,3,30,5,30,5,30,5,30,5,30"
"2,30,2,30,3,30,5,30,5,30,5,30"
"2,30,2,30,2,30,3,30,5,30,5,30"
"2,30,2,30,2,30,2,30,3,30,5,30"
"2,30,2,30,2,30,2,30,2,30,3,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,3,30,5,30,5,30,5,30,5,30"
"2,30,2,30,3,30,5,30,5,30,5,30"
"2,30,2,30,2,30,3,30,5,30,5,30"
"2,30,2,30,2,30,2,30,3,30,5,30"
"2,30,2,30,2,30,2,30,2,30,3,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,3,30,5,30,5,30,5,30,5,30"
"2,30,2,30,3,30,5,30,5,30,5,30"
"2,30,2,30,2,30,3,30,5,30,5,30"
"2,30,2,30,2,30,2,30,3,30,5,30"
"2,30,2,30,2,30,2,30,2,30,3,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
"2,30,2,30,2,30,2,30,2,30,2,30"
