day
"0,29,0,31,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
"0,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30,1,30"
